0001,23974525,0.12,2018-10-06
0001,23974525,0.1,2018-10-13
0001,23974525,0.11,2018-10-20
0001,23974525,0.13,2018-10-27
0001,23974525,0.11,2018-11-03
0001,23974525,0.08,2018-11-10
0001,23974525,0.28,2018-11-17
0001,23974525,0.13,2018-11-24
0001,23974525,0.12,2018-12-01
0001,23974525,0.13,2018-12-08
0001,23974525,0.15,2018-12-15
0001,23974525,0.15,2018-12-22
0001,23974525,0.07,2018-12-29
0001,23974525,0.15,2019-01-05
0001,23974525,0,2019-01-12
0005,23974525,0.06,2018-10-06
0005,23974525,0.05,2018-10-13
0005,23974525,0.06,2018-10-20
0005,23974525,0.07,2018-10-27
0005,23974525,0.06,2018-11-03
0005,23974525,0,2018-11-10
0005,23974525,0.15,2018-11-17
0005,23974525,0.07,2018-11-24
0005,23974525,0.06,2018-12-01
0005,23974525,0,2018-12-08
0005,23974525,0.09,2018-12-15
0005,23974525,0.09,2018-12-22
0005,23974525,0.04,2018-12-29
0005,23974525,0.08,2019-01-05
0005,23974525,0,2019-01-12
0006,23974525,0.09,2018-10-06
0006,23974525,0.07,2018-10-13
0006,23974525,0.1,2018-10-20
0006,23974525,0.11,2018-10-27
0006,23974525,0.1,2018-11-03
0006,23974525,0,2018-11-10
0006,23974525,0.19,2018-11-17
0006,23974525,0.08,2018-11-24
0006,23974525,0,2018-12-01
0006,23974525,0.08,2018-12-08
0006,23974525,0.09,2018-12-15
0006,23974525,0,2018-12-22
0006,23974525,0.05,2018-12-29
0006,23974525,0,2019-01-05
0006,23974525,0,2019-01-12
0007,23974525,0.04,2018-10-06
0007,23974525,0.04,2018-10-13
0007,23974525,0.05,2018-10-20
0007,23974525,0.05,2018-10-27
0007,23974525,0.06,2018-11-03
0007,23974525,0.04,2018-11-10
0007,23974525,0,2018-11-17
0007,23974525,0.04,2018-11-24
0007,23974525,0,2018-12-01
0007,23974525,0.05,2018-12-08
0007,23974525,0.06,2018-12-15
0007,23974525,0.06,2018-12-22
0007,23974525,0.03,2018-12-29
0007,23974525,0.06,2019-01-05
0007,23974525,0,2019-01-12
0009,23974525,0.08,2018-10-06
0009,23974525,0,2018-10-13
0009,23974525,0.09,2018-10-20
0009,23974525,0,2018-10-27
0009,23974525,0.1,2018-11-03
0009,23974525,0,2018-11-10
0009,23974525,0.21,2018-11-17
0009,23974525,0,2018-11-24
0009,23974525,0,2018-12-01
0009,23974525,0,2018-12-08
0009,23974525,0.12,2018-12-15
0009,23974525,0.11,2018-12-22
0009,23974525,0.07,2018-12-29
0009,23974525,0,2019-01-05
0009,23974525,0,2019-01-12
0011,23974525,0.08,2018-10-06
0011,23974525,0,2018-10-13
0011,23974525,0,2018-10-20
0011,23974525,0,2018-10-27
0011,23974525,0,2018-11-03
0011,23974525,0,2018-11-10
0011,23974525,0,2018-11-17
0011,23974525,0.16,2018-11-24
0011,23974525,0.14,2018-12-01
0011,23974525,0,2018-12-08
0011,23974525,0,2018-12-15
0011,23974525,0,2018-12-22
0011,23974525,0,2018-12-29
0011,23974525,0,2019-01-05
0011,23974525,0,2019-01-12
0012,23974525,0.05,2018-10-06
0012,23974525,0.05,2018-10-13
0012,23974525,0.07,2018-10-20
0012,23974525,0.07,2018-10-27
0012,23974525,0.07,2018-11-03
0012,23974525,0.06,2018-11-10
0012,23974525,0.19,2018-11-17
0012,23974525,0.1,2018-11-24
0012,23974525,0.08,2018-12-01
0012,23974525,0.08,2018-12-08
0012,23974525,0,2018-12-15
0012,23974525,0.09,2018-12-22
0012,23974525,0,2018-12-29
0012,23974525,0.1,2019-01-05
0012,23974525,0,2019-01-12
0016,23974525,0,2018-10-06
0016,23974525,0,2018-10-13
0016,23974525,0,2018-10-20
0016,23974525,0.18,2018-10-27
0016,23974525,0.18,2018-11-03
0016,23974525,0.16,2018-11-10
0016,23974525,0.53,2018-11-17
0016,23974525,0.24,2018-11-24
0016,23974525,0.2,2018-12-01
0016,23974525,0,2018-12-08
0016,23974525,0,2018-12-15
0016,23974525,0,2018-12-22
0016,23974525,0,2018-12-29
0016,23974525,0,2019-01-05
0016,23974525,0,2019-01-12
